 1. SNARE | score: 52.5567 | visits: 52
637. SAVER | score: 46.4919 | visits: 46
638. REARS | score: 46.4919 | visits: 46
639. RAGES | score: 46.4917 | visits: 46
640. LINER | score: 46.4917 | visits: 46
641. STAGE | score: 46.4917 | visits: 46
642. RESET | score: 46.4916 | visits: 46
643. TORAS | score: 46.4916 | visits: 46
644. LAYER | score: 46.4915 | visits: 46
645. TRUES | score: 46.4915 | visits: 46
646. URENT | score: 46.4914 | visits: 46
647. RONTS | score: 46.4914 | visits: 46
648. FARLE | score: 46.4914 | visits: 46
649. SHENT | score: 46.4913 | visits: 46
650. SLOPE | score: 46.4911 | visits: 46
651. PHASE | score: 46.4911 | visits: 46
652. DAINE | score: 46.4911 | visits: 46
653. SAROD | score: 46.4911 | visits: 46
654. HEIST | score: 46.4910 | visits: 46
655. SPILE | score: 46.4910 | visits: 46
656. RELIT | score: 46.4910 | visits: 46
657. OWSEN | score: 46.4910 | visits: 46
658. WATER | score: 46.4909 | visits: 46
659. FEAST | score: 46.4909 | visits: 46
660. TOILE | score: 46.4909 | visits: 46
661. TAROS | score: 46.4908 | visits: 46
662. CRAKE | score: 46.4907 | visits: 46
663. LODEN | score: 46.4907 | visits: 46
664. ROWAN | score: 46.4907 | visits: 46
665. PATES | score: 46.4907 | visits: 46
666. LAWNS | score: 46.4906 | visits: 46
667. NARIS | score: 46.4906 | visits: 46
668. CARLS | score: 46.4906 | visits: 46
669. SWEIR | score: 46.4905 | visits: 46
670. RICES | score: 46.4905 | visits: 46
671. LEWIS | score: 46.4905 | visits: 46
672. SCARY | score: 46.4904 | visits: 46
673. NOTER | score: 46.4903 | visits: 46
674. RANIS | score: 46.4903 | visits: 46
675. HALER | score: 46.4903 | visits: 46
676. ARENE | score: 46.4902 | visits: 46
677. LAWER | score: 46.4902 | visits: 46
678. TOLES | score: 46.4900 | visits: 46
679. HARED | score: 46.4900 | visits: 46
680. SOGER | score: 46.4900 | visits: 46
681. RAITS | score: 46.4900 | visits: 46
682. ACRED | score: 46.4899 | visits: 46
683. PAREO | score: 46.4899 | visits: 46
684. SLIPE | score: 46.4898 | visits: 46
685. KERNS | score: 46.4897 | visits: 46
686. NOLES | score: 46.4897 | visits: 46
687. GLARE | score: 46.4896 | visits: 46
688. CAUSE | score: 46.4896 | visits: 46
689. RODES | score: 46.4896 | visits: 46
690. LURES | score: 46.4896 | visits: 46
691. SAMEL | score: 46.4896 | visits: 46
692. SANTO | score: 46.4895 | visits: 46
693. STEAL | score: 46.4895 | visits: 46
694. HOISE | score: 46.4895 | visits: 46
695. SIEUR | score: 46.4894 | visits: 46
696. HALES | score: 46.4894 | visits: 46
697. CHORE | score: 46.4894 | visits: 46
698. WANES | score: 46.4893 | visits: 46
699. CLART | score: 46.4893 | visits: 46
700. MANSE | score: 46.4892 | visits: 46
701. PRESA | score: 46.4892 | visits: 46
702. AYRIE | score: 46.4892 | visits: 46
703. SHORN | score: 46.4891 | visits: 46
704. SEITY | score: 46.4891 | visits: 46
705. ROUTE | score: 46.4891 | visits: 46
706. LITRE | score: 46.4891 | visits: 46
707. ROULE | score: 46.4890 | visits: 46
708. COIRS | score: 46.4890 | visits: 46
709. OLENT | score: 46.4890 | visits: 46
710. TYRES | score: 46.4889 | visits: 46
711. WRIES | score: 46.4889 | visits: 46
712. TRINS | score: 46.4888 | visits: 46
713. MARLE | score: 46.4887 | visits: 46
714. DRAIN | score: 46.4887 | visits: 46
715. SHAPE | score: 46.4887 | visits: 46
716. SHITE | score: 46.4887 | visits: 46
717. SPITE | score: 46.4887 | visits: 46
718. DOSER | score: 46.4886 | visits: 46
719. MERIS | score: 46.4886 | visits: 46
720. OARED | score: 46.4886 | visits: 46
721. INSET | score: 46.4885 | visits: 46
722. LIARS | score: 46.4884 | visits: 46
723. REENS | score: 46.4884 | visits: 46
724. STEIN | score: 46.4883 | visits: 46
725. SABLE | score: 46.4883 | visits: 46
726. YEAST | score: 46.4883 | visits: 46
727. RAMIE | score: 46.4882 | visits: 46
728. LENDS | score: 46.4882 | visits: 46
729. WEILS | score: 46.4882 | visits: 46
730. RAMET | score: 46.4881 | visits: 46
731. TARGE | score: 46.4881 | visits: 46
732. URINE | score: 46.4879 | visits: 46
733. TOUSE | score: 46.4878 | visits: 46
734. ROHES | score: 46.4878 | visits: 46
735. HONER | score: 46.4877 | visits: 46
736. TOSED | score: 46.4877 | visits: 46
737. SOLEI | score: 46.4876 | visits: 46
738. URENA | score: 46.4876 | visits: 46
739. WRAST | score: 46.4876 | visits: 46
740. HATES | score: 46.4876 | visits: 46
741. TSADE | score: 46.4875 | visits: 46
742. TAMER | score: 46.4875 | visits: 46
743. SWOLE | score: 46.4875 | visits: 46
744. HIRES | score: 46.4874 | visits: 46
745. RILES | score: 46.4873 | visits: 46
746. STOEP | score: 46.4873 | visits: 46
747. ALURE | score: 46.4873 | visits: 46
748. NOTES | score: 46.4873 | visits: 46
749. SMART | score: 46.4872 | visits: 46
750. RATOS | score: 46.4872 | visits: 46
751. NOSEY | score: 46.4872 | visits: 46
752. TWAES | score: 46.4871 | visits: 46
753. REIFS | score: 46.4871 | visits: 46
754. LUNET | score: 46.4871 | visits: 46
755. SOLED | score: 46.4871 | visits: 46
756. LOWES | score: 46.4871 | visits: 46
757. HONES | score: 46.4870 | visits: 46
758. TEHRS | score: 46.4868 | visits: 46
759. WROTE | score: 46.4868 | visits: 46
760. FRENA | score: 46.4868 | visits: 46
761. SMILE | score: 46.4868 | visits: 46
762. HOERS | score: 46.4867 | visits: 46
763. WHARE | score: 46.4867 | visits: 46
764. LADER | score: 46.4866 | visits: 46
765. LADES | score: 46.4865 | visits: 46
766. THOSE | score: 46.4865 | visits: 46
767. SPUER | score: 46.4864 | visits: 46
768. GRANT | score: 46.4864 | visits: 46
769. HORNS | score: 46.4864 | visits: 46
770. THEIR | score: 46.4864 | visits: 46
771. OSIER | score: 46.4864 | visits: 46
772. SLAKE | score: 46.4863 | visits: 46
773. GRADE | score: 46.4862 | visits: 46
774. LEISH | score: 46.4862 | visits: 46
775. SPIEL | score: 46.4862 | visits: 46
776. SURED | score: 46.4861 | visits: 46
777. TERMS | score: 46.4861 | visits: 46
778. ALOED | score: 46.4860 | visits: 46
779. SKATE | score: 46.4859 | visits: 46
780. RASSE | score: 46.4859 | visits: 46
781. LATHE | score: 46.4858 | visits: 46
782. LORIS | score: 46.4858 | visits: 46
783. COLES | score: 46.4858 | visits: 46
784. TERSE | score: 46.4858 | visits: 46
785. FALSE | score: 46.4858 | visits: 46
786. MORAE | score: 46.4858 | visits: 46
787. SOWAR | score: 46.4857 | visits: 46
788. LYRES | score: 46.4857 | visits: 46
789. DRIES | score: 46.4857 | visits: 46
790. LITES | score: 46.4857 | visits: 46
791. SUENT | score: 46.4856 | visits: 46
792. TREND | score: 46.4855 | visits: 46
793. LYNES | score: 46.4855 | visits: 46
794. THROE | score: 46.4855 | visits: 46
795. MATER | score: 46.4853 | visits: 46
796. ORLES | score: 46.4853 | visits: 46
797. SHOTE | score: 46.4852 | visits: 46
798. NOSED | score: 46.4852 | visits: 46
799. RYALS | score: 46.4852 | visits: 46
800. RIELS | score: 46.4852 | visits: 46
801. SLAVE | score: 46.4851 | visits: 46
802. YRENT | score: 46.4850 | visits: 46
803. RAILS | score: 46.4850 | visits: 46
804. SHRED | score: 46.4849 | visits: 46
805. GRENS | score: 46.4848 | visits: 46
806. HOSEL | score: 46.4847 | visits: 46
807. WREST | score: 46.4847 | visits: 46
808. TRODE | score: 46.4847 | visits: 46
809. STAKE | score: 46.4846 | visits: 46
810. MAISE | score: 46.4845 | visits: 46
811. GRISE | score: 46.4844 | visits: 46
812. MAIRE | score: 46.4841 | visits: 46
813. TUNER | score: 46.4841 | visits: 46
814. SUITE | score: 46.4839 | visits: 46
815. DORES | score: 46.4839 | visits: 46
816. WERSH | score: 46.4838 | visits: 46
817. SHIEL | score: 46.4837 | visits: 46
818. NOIRS | score: 46.4836 | visits: 46
819. STREW | score: 46.4834 | visits: 46
820. HAUSE | score: 46.4834 | visits: 46
821. LOWNS | score: 46.4833 | visits: 46
822. TIARS | score: 46.4833 | visits: 46
823. SAURY | score: 46.4832 | visits: 46
824. SLIME | score: 46.4830 | visits: 46
825. FRIES | score: 46.4828 | visits: 46
826. ROADS | score: 46.4827 | visits: 46
827. VARES | score: 46.4827 | visits: 46
828. SOREE | score: 46.4827 | visits: 46
829. SHAME | score: 46.4827 | visits: 46
830. SLYER | score: 46.4824 | visits: 46
831. SIDER | score: 46.4823 | visits: 46
832. SMITE | score: 46.4820 | visits: 46
833. RULES | score: 46.4820 | visits: 46
834. RIALS | score: 46.4818 | visits: 46
835. ROILS | score: 46.4812 | visits: 46
836. ROSIT | score: 46.4810 | visits: 46
837. SIDLE | score: 46.4809 | visits: 46
838. HORST | score: 46.4802 | visits: 46
839. TRIDE | score: 45.4845 | visits: 45
840. WARST | score: 45.4845 | visits: 45
841. TELOS | score: 45.4845 | visits: 45
842. WENTS | score: 45.4844 | visits: 45
843. YEARD | score: 45.4844 | visits: 45
844. RETAG | score: 45.4843 | visits: 45
845. GEANS | score: 45.4843 | visits: 45
846. ASPER | score: 45.4843 | visits: 45
847. WRITE | score: 45.4842 | visits: 45
848. LEAPT | score: 45.4842 | visits: 45
849. CAPER | score: 45.4842 | visits: 45
850. PREST | score: 45.4841 | visits: 45
851. SHEAL | score: 45.4841 | visits: 45
852. TINEA | score: 45.4841 | visits: 45
853. LEAMS | score: 45.4841 | visits: 45
854. SAWED | score: 45.4841 | visits: 45
855. LIONS | score: 45.4840 | visits: 45
856. PHARE | score: 45.4840 | visits: 45
857. SAUNT | score: 45.4840 | visits: 45
858. ROSIN | score: 45.4840 | visits: 45
859. OWRES | score: 45.4840 | visits: 45
860. GORES | score: 45.4840 | visits: 45
861. PATEN | score: 45.4840 | visits: 45
862. TEADS | score: 45.4839 | visits: 45
863. SEHRI | score: 45.4838 | visits: 45
864. BORNE | score: 45.4837 | visits: 45
865. TRASH | score: 45.4836 | visits: 45
866. CRUES | score: 45.4836 | visits: 45
867. GRONE | score: 45.4836 | visits: 45
868. DEIST | score: 45.4835 | visits: 45
869. LODES | score: 45.4835 | visits: 45
870. REPOT | score: 45.4835 | visits: 45
871. PLACE | score: 45.4835 | visits: 45
872. LEHRS | score: 45.4834 | visits: 45
873. SPENT | score: 45.4834 | visits: 45
874. CLOTE | score: 45.4834 | visits: 45
875. SOBER | score: 45.4833 | visits: 45
876. LEARE | score: 45.4833 | visits: 45
877. WIRES | score: 45.4832 | visits: 45
878. DANCE | score: 45.4832 | visits: 45
879. HEALD | score: 45.4831 | visits: 45
880. SNEAD | score: 45.4831 | visits: 45
881. LOUIE | score: 45.4831 | visits: 45
882. REFIS | score: 45.4831 | visits: 45
883. LARGE | score: 45.4831 | visits: 45
884. LAMER | score: 45.4831 | visits: 45
885. FRAME | score: 45.4831 | visits: 45
886. RACED | score: 45.4830 | visits: 45
887. WORST | score: 45.4830 | visits: 45
888. CITER | score: 45.4830 | visits: 45
889. AFORE | score: 45.4830 | visits: 45
890. TERFS | score: 45.4830 | visits: 45
891. THINE | score: 45.4830 | visits: 45
892. SOYLE | score: 45.4829 | visits: 45
893. LAGER | score: 45.4828 | visits: 45
894. GRANS | score: 45.4828 | visits: 45
895. LITER | score: 45.4827 | visits: 45
896. SHADE | score: 45.4827 | visits: 45
897. RAUNS | score: 45.4827 | visits: 45
898. STAVE | score: 45.4827 | visits: 45
899. SWEAL | score: 45.4827 | visits: 45
900. TEAMS | score: 45.4827 | visits: 45
901. ASTIR | score: 45.4826 | visits: 45
902. DALES | score: 45.4826 | visits: 45
903. REDIA | score: 45.4826 | visits: 45
904. AIERY | score: 45.4826 | visits: 45
905. LOPES | score: 45.4826 | visits: 45
906. REEST | score: 45.4825 | visits: 45
907. TRAYS | score: 45.4825 | visits: 45
908. TAINS | score: 45.4824 | visits: 45
909. LEACH | score: 45.4824 | visits: 45
910. SEINE | score: 45.4824 | visits: 45
911. TAPES | score: 45.4824 | visits: 45
912. MOIRE | score: 45.4824 | visits: 45
913. SOAVE | score: 45.4823 | visits: 45
914. OLEIN | score: 45.4823 | visits: 45
915. AUNES | score: 45.4823 | visits: 45
916. SNAIL | score: 45.4823 | visits: 45
917. CURES | score: 45.4823 | visits: 45
918. TYERS | score: 45.4822 | visits: 45
919. AREIC | score: 45.4822 | visits: 45
920. PAUSE | score: 45.4822 | visits: 45
921. ALDER | score: 45.4821 | visits: 45
922. YALES | score: 45.4821 | visits: 45
923. SEPTA | score: 45.4821 | visits: 45
924. CERTY | score: 45.4821 | visits: 45
925. SCREW | score: 45.4821 | visits: 45
926. ROYST | score: 45.4821 | visits: 45
927. DOERS | score: 45.4820 | visits: 45
928. SATIN | score: 45.4819 | visits: 45
929. RECTO | score: 45.4819 | visits: 45
930. SNARF | score: 45.4819 | visits: 45
931. PURSE | score: 45.4819 | visits: 45
932. CRARE | score: 45.4819 | visits: 45
933. LEAPS | score: 45.4818 | visits: 45
934. SEGNO | score: 45.4818 | visits: 45
935. RAKES | score: 45.4818 | visits: 45
936. HENTS | score: 45.4818 | visits: 45
937. SPRAT | score: 45.4817 | visits: 45
938. BRANT | score: 45.4817 | visits: 45
939. FORES | score: 45.4817 | visits: 45
940. BRISE | score: 45.4817 | visits: 45
941. SUPER | score: 45.4817 | visits: 45
942. SURAT | score: 45.4817 | visits: 45
943. TARSI | score: 45.4817 | visits: 45
944. REGAL | score: 45.4817 | visits: 45
945. SPADE | score: 45.4817 | visits: 45
946. TEACH | score: 45.4816 | visits: 45
947. ORALS | score: 45.4816 | visits: 45
948. CROST | score: 45.4816 | visits: 45
949. BIRSE | score: 45.4815 | visits: 45
950. ROUST | score: 45.4815 | visits: 45
951. POISE | score: 45.4815 | visits: 45
952. LATED | score: 45.4815 | visits: 45
953. APERS | score: 45.4815 | visits: 45
954. BROSE | score: 45.4814 | visits: 45
955. HAYER | score: 45.4814 | visits: 45
956. VERST | score: 45.4813 | visits: 45
957. OCREA | score: 45.4813 | visits: 45
958. TUNES | score: 45.4813 | visits: 45
959. CLEAT | score: 45.4813 | visits: 45
960. LYART | score: 45.4813 | visits: 45
961. HAROS | score: 45.4813 | visits: 45
962. DONER | score: 45.4813 | visits: 45
963. TILES | score: 45.4812 | visits: 45
964. DEILS | score: 45.4812 | visits: 45
965. TRAIL | score: 45.4812 | visits: 45
966. APERT | score: 45.4811 | visits: 45
967. SPORT | score: 45.4810 | visits: 45
968. STORY | score: 45.4809 | visits: 45
969. HAREM | score: 45.4809 | visits: 45
970. LIART | score: 45.4809 | visits: 45
971. CINES | score: 45.4809 | visits: 45
972. ARMET | score: 45.4809 | visits: 45
973. SARGO | score: 45.4809 | visits: 45
974. WALER | score: 45.4809 | visits: 45
975. TWIRE | score: 45.4809 | visits: 45
976. SWEAT | score: 45.4809 | visits: 45
977. SHORT | score: 45.4808 | visits: 45
978. STRAY | score: 45.4808 | visits: 45
979. CHERT | score: 45.4808 | visits: 45
980. COSEY | score: 45.4808 | visits: 45
981. PRATS | score: 45.4808 | visits: 45
982. SPRUE | score: 45.4808 | visits: 45
983. UREAS | score: 45.4807 | visits: 45
984. LERPS | score: 45.4807 | visits: 45
985. BASEN | score: 45.4807 | visits: 45
986. CAROL | score: 45.4807 | visits: 45
987. ALOWE | score: 45.4807 | visits: 45
988. CRAZE | score: 45.4807 | visits: 45
989. NORIS | score: 45.4807 | visits: 45
990. TENIA | score: 45.4806 | visits: 45
991. OUSEL | score: 45.4806 | visits: 45
992. LUTES | score: 45.4806 | visits: 45
993. FROES | score: 45.4805 | visits: 45
994. CRIAS | score: 45.4805 | visits: 45
995. TWOER | score: 45.4805 | visits: 45
996. WALES | score: 45.4805 | visits: 45
997. SPRED | score: 45.4804 | visits: 45
998. TAWIE | score: 45.4804 | visits: 45
999. CLARO | score: 45.4803 | visits: 45
1000. TEASE | score: 45.4803 | visits: 45
